_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
678192,648,PS-00735,3490,Kingston Rd,Markham Rd,West,Kingston Rd,North,10703,20,,Corral,Existing,K3610703,0,327565.118,4844373.336,-79.217375398,43.738966333,"{u'type': u'Point', u'coordinates': (-79.2173753977, 43.7389663357)}"
678193,651,PS-00741,1721,Jane St,Jane St,East,Marshlynn Ave,South,10666,5,,Corral,Existing,K1210666,0,304477.273,4840471.528,-79.504004274,43.704194535,"{u'type': u'Point', u'coordinates': (-79.5040042784, 43.7041945388)}"
678194,872,PS-01462,215,Carlingview Dr,Carlingview Dr,East,Meteor Dr,North,13619,1,,Corral,Existing,K0213619,0,297224.233,4838193.181,-79.59396525300001,43.683647916000005,"{u'type': u'Point', u'coordinates': (-79.5939652534, 43.6836479205)}"
678195,873,PS-01463,925,Dixon Rd,Dixon Rd,South,Carlingview Dr,West,13620,1,,Corral,Existing,K0213620,0,297067.955,4838517.831,-79.595908281,43.686568582,"{u'type': u'Point', u'coordinates': (-79.5959082846, 43.6865685807)}"
678196,874,PS-01400,2388,Dundas St W,Dundas St W,East,Bloor St W,North,12119,4,,Corral,Existing,K1412119,0,308608.104,4835353.24,-79.452786585,43.658113545,"{u'type': u'Point', u'coordinates': (-79.4527865901, 43.6581135485)}"
678197,876,PS-01204,920,Albion Rd,Thistle Down Blvd,South,Albion Rd,East,11895,1,Albion Islington Square,Corral,Existing,K0111895,0,299900.05100000004,4843975.28,-79.560828653,43.735716575,"{u'type': u'Point', u'coordinates': (-79.5608286541, 43.7357165753)}"
678198,877,PS-00970,1274,The Queensway,Kipling Ave,East,The Queensway,North,T4361,3,shoptheQueensway.com,Corral,Existing,K0504361,0,302642.86199999996,4831255.771000001,-79.52672815300001,43.621237306000005,"{u'type': u'Point', u'coordinates': (-79.5267281491, 43.6212373056)}"
678199,878,PS-00910,870,Queen St E,Queen St E,North,Booth Ave,West,10812,14,Leslieville,Corral,Existing,K3010812,0,317371.338,4835600.412,-79.34413327899999,43.660241914,"{u'type': u'Point', u'coordinates': (-79.3441332833, 43.6602419172)}"
678200,879,PS-00355,421,Wilson Ave,Wilson Ave,South,Laurentia Cres,West,09603,6,,Corral,Existing,K1009603,0,309623.357,4844004.192,-79.440121904,43.735977322,"{u'type': u'Point', u'coordinates': (-79.4401219099, 43.7359773207)}"
678201,880,PS-01466,,,Martin Grove Rd,West,Dixon Rd,North,13656,1,,Corral,Existing,K0213656,0,299055.887,4839121.217,-79.571256424,43.692017866,"{u'type': u'Point', u'coordinates': (-79.571256428, 43.6920178641)}"
678202,881,PS-01467,3701,Chesswood Dr,Chesswood Dr,East,Sheppard Ave W,North,13659,6,DuKe Heights,Corral,Existing,K0813659,0,306881.113,4846216.768,-79.47415609,43.755905944,"{u'type': u'Point', u'coordinates': (-79.4741560867, 43.7559059446)}"
678203,882,PS-01254,310,Dundas St E,Dundas St E,North,Sherbourne St,East,11946,13,,Corral,Existing,K2811946,0,315218.49100000004,4835394.056,-79.370829429,43.658417716,"{u'type': u'Point', u'coordinates': (-79.3708294334, 43.6584177185)}"
678204,883,PS-01802,980,Kingston Rd,Kingston Rd,North,Scarborough Rd,East,14810,19,,Corral,Existing,C3214810,0,321997.11699999997,4837877.467,-79.286707974,43.680645712,"{u'type': u'Point', u'coordinates': (-79.2867079684, 43.6806457096)}"
678205,884,PS-01754,1677,Jane St,Jane St,East,Lawrence Ave W,South,14775,5,,Corral,Existing,K1214775,0,304511.984,4840301.968,-79.50357350600001,43.702668292,"{u'type': u'Point', u'coordinates': (-79.5035735064, 43.7026682965)}"
678206,885,PS-01839,331,Bathurst St,Bathurst St,East,Dundas St W,South,14842,10,,Corral,Existing,C2014842,0,312401.631,4834681.105,-79.405763419,43.652034333,"{u'type': u'Point', u'coordinates': (-79.4057634165, 43.6520343311)}"
678207,886,PS-01765,,,Yonge St,East,Bloor St E,North,14797,11,Bloor Street,Corral,Existing,K2714797,0,313916.789,4836778.171,-79.38694478800001,43.67089368,"{u'type': u'Point', u'coordinates': (-79.3869447871, 43.6708936791)}"
678208,887,PS-01753,2192,Bloor St W,Bloor St W,North,Kennedy Ave,East,14774,4,Bloor West Village,Corral,Existing,K1314774,0,306820.396,4834618.263,-79.47495359199999,43.651504761999995,"{u'type': u'Point', u'coordinates': (-79.4749535925, 43.6515047662)}"
678209,888,PS-01809,2440,Yonge St,Yonge St,West,Roselawn Ave,South,14756,8,Uptown Yonge,Corral,Existing,C2214756,0,312913.985,4841199.695,-79.399313748,43.71070468600001,"{u'type': u'Point', u'coordinates': (-79.399313752, 43.7107046925)}"
678210,889,PS-01767,1240,Bay St,Cumberland St,South,Bay St,West,14799,11,Bloor-Yorkville,Corral,Existing,K2714799,0,313656.972,4836727.504,-79.39016754800001,43.670440748000004,"{u'type': u'Point', u'coordinates': (-79.390167544, 43.6704407507)}"
678211,890,PS-01792,4301,Weston Rd,Weston Rd,East,Steeles Ave E,South,14819,7,Emery Village,Corral,Existing,C0714819,0,301081.106,4847741.44,-79.546192938,43.76962338,"{u'type': u'Point', u'coordinates': (-79.5461929441, 43.7696233845)}"
678212,892,PS-01801,,,Queen St E,South,Eastern Ave,West,14811,19,,Corral,Existing,K3214811,0,319824.641,4836339.205,-79.313695402,43.666846485,"{u'type': u'Point', u'coordinates': (-79.3136953958, 43.6668464884)}"
678213,893,PS-01773,777,Victoria Park Ave,Victoria Park Ave,East,Denton Ave,North,14794,20,,Corral,Existing,K3514794,0,321764.411,4839419.174,-79.289545633,43.694528333,"{u'type': u'Point', u'coordinates': (-79.2895456367, 43.6945283359)}"
678214,894,PS-01793,199,Wilson Ave,Kelso Ave,West,Wilson Ave,South,14820,8,,Corral,Existing,C1614820,0,310942.548,4844370.194,-79.423741046,43.739262031,"{u'type': u'Point', u'coordinates': (-79.4237410485, 43.7392620312)}"
678215,895,PS-01760,320,Danforth Ave,Danforth Ave,North,Jackman Ave,East,14781,14,Broadview Danforth,Corral,Existing,K2914781,0,316641.098,4837505.091,-79.353145402,43.67739849,"{u'type': u'Point', u'coordinates': (-79.3531453967, 43.6773984956)}"
678216,896,PS-01769,4500,Kingston Rd,Kingston Rd,North,Morningside Ave,East,14804,25,,Corral,Temporarily Removed,K4414804,0,330023.075,4847949.001,-79.186692889,43.771071586000005,"{u'type': u'Point', u'coordinates': (-79.1866928842, 43.7710715894)}"
678217,897,PS-01780,648,Spadina Ave,Harbord St,North,Spadina Ave,West,14755,11,Harbord Street,Corral,Existing,C2014755,0,312665.146,4835905.683999999,-79.40247881399999,43.663054436,"{u'type': u'Point', u'coordinates': (-79.4024788167, 43.6630544396)}"
678218,898,PS-01797,2590,Weston Rd,Maple Bush Ave,North,Weston Rd,West,14816,5,,Corral,Existing,C1114816,0,301973.517,4841168.334,-79.535073618,43.710461367,"{u'type': u'Point', u'coordinates': (-79.5350736196, 43.7104613677)}"
678219,899,PS-01777,65,Emmett Ave,Emmett Ave,South,Verona Ave,East,14817,5,,Corral,Existing,C1114817,0,304477.6,4838739.254,-79.503999185,43.688601837,"{u'type': u'Point', u'coordinates': (-79.5039991847, 43.6886018408)}"
678220,900,PS-01759,120,Carlton St,Carlton St,North,Jarvis St,East,14780,13,,Corral,Existing,K2714780,0,314774.751,4835855.016,-79.376322477,43.662573055,"{u'type': u'Point', u'coordinates': (-79.3763224822, 43.6625730531)}"
678221,901,PS-01748,1,Carlton St,Carlton St,South,Yonge St,East,14769,13,Downtown Yonge,Corral,Temporarily Removed,K2714769,0,314252.836,4835711.513,-79.382796237,43.661288156000005,"{u'type': u'Point', u'coordinates': (-79.3827962358, 43.6612881543)}"
678222,902,PS-01803,991,Woodbine Ave,Woodbine Ave,East,Strathmore Blvd,South,14809,19,,Corral,Existing,K3114809,0,319881.114,4838501.355,-79.312934684,43.68630744399999,"{u'type': u'Point', u'coordinates': (-79.3129346882, 43.6863074449)}"
678223,903,PS-01816,2540,Finch Ave W,Finch Ave W,North,Gracedale Blvd,West,14822,7,,Corral,Temporarily Removed,K0714822,0,299993.554,4845395.4969999995,-79.559680587,43.748500858999996,"{u'type': u'Point', u'coordinates': (-79.559680593, 43.7485008606)}"
678224,904,PS-01787,5587,Yonge St,Finch Ave E,East,Yonge St,South,14763,18,,Corral,Existing,K2314763,0,311623.87100000004,4848867.108,-79.415225388,43.779733596999996,"{u'type': u'Point', u'coordinates': (-79.4152253874, 43.7797336024)}"
678225,905,PS-01747,541,Parliament St,Parliament St,East,Winchester St,North,14768,13,Cabbagetown,Corral,Existing,K2814768,0,315397.188,4836244.788,-79.36859721399999,43.666072899999996,"{u'type': u'Point', u'coordinates': (-79.3685972166, 43.6660729035)}"
678226,906,PS-01752,980,The Queensway,The Queensway,North,Islington Ave,East,14773,3,shoptheQueensway.com,Corral,Existing,K0514773,0,303654.778,4831549.6110000005,-79.51419056600001,43.623884517,"{u'type': u'Point', u'coordinates': (-79.5141905652, 43.6238845223)}"
678227,907,PS-01784,6993,Yonge St,Yonge St,East,Steeles Ave E,South,14761,18,,Corral,Existing,K2314761,0,311254.14,4850887.154,-79.419794331,43.797919618,"{u'type': u'Point', u'coordinates': (-79.4197943311, 43.797919621)}"
678228,908,PS-01810,2021,Yonge St,Yonge St,East,Glebe Rd E,North,14787,12,Midtown Yonge,Corral,Existing,C2214787,0,313093.941,4840151.35,-79.397096833,43.701266281,"{u'type': u'Point', u'coordinates': (-79.3970968293, 43.7012662789)}"
678229,909,PS-01751,3025,Lake Shore Blvd E,Tenth St,South,Lake Shore Blvd E,West,14772,3,Lakeshore Village,Corral,Existing,K0614772,0,304099.428,4828882.011,-79.508677408,43.599872875,"{u'type': u'Point', u'coordinates': (-79.5086774078, 43.59987288)}"
678230,910,PS-01808,444,Front St W,Front St W,North,Spadina Ave,West,14805,10,,Corral,Existing,C2014805,0,313249.887,4833615.827,-79.395264355,43.642436236,"{u'type': u'Point', u'coordinates': (-79.3952643588, 43.6424362373)}"
678231,912,PS-01755,40,Sheppard Ave W,Sheppard Ave W,North,Beecroft Rd,East,14776,18,,Corral,Existing,K2314776,0,311823.67,4846811.893,-79.41277012399999,43.761232408000005,"{u'type': u'Point', u'coordinates': (-79.412770129, 43.7612324134)}"
678232,913,PS-01815,,,Jane St,East,Yorkwoods Gt,South,14821,7,,Corral,Existing,C0814821,0,303527.86100000003,4845618.756,-79.515796403,43.750524946999995,"{u'type': u'Point', u'coordinates': (-79.5157964053, 43.7505249499)}"
678233,914,PS-01783,36,Finch Ave E,Finch Ave E,North,Yonge St,East,14762,18,,Corral,Existing,C2314762,0,311718.215,4848924.218,-79.41405259300001,43.780246778,"{u'type': u'Point', u'coordinates': (-79.4140525939, 43.7802467826)}"
678234,915,PS-01749,777,Bay St,College St,South,Bay St,East,14770,11,Downtown Yonge,Corral,Existing,K2714770,0,314040.059,4835658.083000001,-79.385435326,43.660809886,"{u'type': u'Point', u'coordinates': (-79.3854353232, 43.6608098878)}"
678235,916,PS-01763,1209,Sheppard Ave E,Sheppard Ave E,South,Old Leslie St,West,14784,17,,Corral,Existing,K2414784,0,315535.873,4847925.756,-79.366644575,43.771213984,"{u'type': u'Point', u'coordinates': (-79.3666445706, 43.7712139819)}"
678236,917,PS-01812,1966,Yonge St,Yonge St,West,Imperial St,South,14801,12,Midtown Yonge,Corral,Existing,K2214801,0,313103.94800000003,4839966.054,-79.396975525,43.699598266,"{u'type': u'Point', u'coordinates': (-79.3969755283, 43.6995982682)}"
678237,918,PS-01817,,,Finch Ave W,North,Pearldale Ave,East,14823,7,,Corral,Temporarily Removed,C0714823,0,299791.903,4845337.795,-79.562183911,43.747980139,"{u'type': u'Point', u'coordinates': (-79.5621839104, 43.7479801385)}"
678238,919,PS-01779,5697,Yonge St,Bishop Ave,North,Yonge St,East,14790,18,,Corral,Existing,K2414790,0,311591.636,4849100.56,-79.4156229,43.781835232,"{u'type': u'Point', u'coordinates': (-79.4156228951, 43.7818352342)}"
678239,920,PS-01781,5906,Yonge St,Yonge St,West,Drewry Ave,South,14791,18,,Corral,Existing,K2314791,0,311437.588,4849663.806,-79.417529763,43.786906484,"{u'type': u'Point', u'coordinates': (-79.4175297666, 43.7869064872)}"
678240,921,PS-01794,,,South Kingsway,East,Armadale Ave,North,14818,4,,Corral,Existing,C1314818,0,306218.70399999997,4833891.339,-79.482414541,43.64496285,"{u'type': u'Point', u'coordinates': (-79.4824145454, 43.6449628494)}"
678241,922,PS-01819,,,Steeles Ave W,North,Jane St,West,14825,7,,Corral,Existing,K0714825,0,303020.167,4848390.727,-79.52210973,43.775474923000004,"{u'type': u'Point', u'coordinates': (-79.5221097302, 43.775474922)}"
678242,923,PS-01800,2175,Sheppard Ave E,Sheppard Ave E,South,Consumers Rd,East,14813,17,,Corral,Existing,C3314813,0,318407.149,4848344.641,-79.33096859300001,43.774937238999996,"{u'type': u'Point', u'coordinates': (-79.3309685915, 43.7749372417)}"
678243,924,PS-01798,2829,Weston Rd,Weston Rd,East,Gaydon Ave,North,14815,7,,Corral,Existing,K0714815,0,301796.974,4842306.785,-79.53727068100001,43.720708166,"{u'type': u'Point', u'coordinates': (-79.5372706789, 43.7207081638)}"
678244,927,PS-01831,,,Broadview Ave,East,Dundas St E,North,14827,14,,Corral,Existing,C3014827,0,316791.092,4835861.162,-79.351321695,43.662598593999995,"{u'type': u'Point', u'coordinates': (-79.3513216924, 43.6625985926)}"
678245,928,PS-01832,,,King St E,North,Ontario St,East,14826,13,St. Lawrence Market Neighbourhood,Corral,Existing,C2814826,0,315617.481,4834666.771000001,-79.365897262,43.651865486000005,"{u'type': u'Point', u'coordinates': (-79.3658972564, 43.6518654902)}"
678246,929,PS-01827,,,Mount Pleasant Rd,East,Broadway Ave,South,14831,15,,Corral,Existing,C2214831,0,313585.13300000003,4841218.755,-79.39098519699999,43.710868616000006,"{u'type': u'Point', u'coordinates': (-79.3909851957, 43.7108686169)}"
678247,931,PS-01822,,,Rogers Rd,South,Dufferin St,West,14835,9,,Corral,Existing,K1714835,0,309121.235,4838387.963,-79.446400414,43.685427265,"{u'type': u'Point', u'coordinates': (-79.4464004174, 43.6854272675)}"
678248,932,PS-01820,93,Danforth Ave,Broadview Ave,East,Danforth Ave,North,14837,14,Broadview Danforth,Corral,Temporarily Removed,K3014837,0,316183.118,4837403.845,-79.358827432,43.676494301999995,"{u'type': u'Point', u'coordinates': (-79.3588274345, 43.6764943066)}"
678249,933,PS-01835,154,Ossington Ave,Ossington Ave,West,Foxley St,South,14847,10,Ossington Avenue,Corral,Existing,C1914847,0,311237.0,4834199.456,-79.42020694600001,43.647709823,"{u'type': u'Point', u'coordinates': (-79.4202069436, 43.6477098284)}"
678250,934,PS-01837,725,King St W,King St W,South,Tecumseth St,East,14844,10,,Corral,Existing,C1914844,0,312482.187,4833724.617,-79.40477837,43.643423819,"{u'type': u'Point', u'coordinates': (-79.4047783757, 43.6434238173)}"
678251,935,PS-00743,710,St Clair Ave W,St Clair Ave W,North,Humewood Dr,West,10668,12,Hillcrest Village,Corral,Existing,K2110668,0,310704.663,4837962.786,-79.426764616,43.681589218999996,"{u'type': u'Point', u'coordinates': (-79.4267646184, 43.6815892244)}"
678252,936,PS-00747,583,Danforth Ave,Danforth Ave,South,Gough Ave,West,10660,14,Greektown on the Danforth,Corral,Existing,K3010660,0,317173.429,4837630.411,-79.34654052100001,43.67851786399999,"{u'type': u'Point', u'coordinates': (-79.346540517, 43.6785178644)}"
678253,937,PS-00748,2553,Danforth Ave,Danforth Ave,South,Main St,East,10661,19,Danforth Village,Corral,Existing,K3210661,0,320818.406,4838708.02,-79.301302495,43.688148065,"{u'type': u'Point', u'coordinates': (-79.3013024961, 43.6881480709)}"
678254,938,PS-00750,2731,Danforth Ave,Danforth Ave,South,Dawes Rd,West,10662,19,Danforth Village,Corral,Temporarily Removed,K3210662,0,321131.029,4838812.337,-79.297421484,43.689080246,"{u'type': u'Point', u'coordinates': (-79.2974214825, 43.6890802472)}"
678255,939,PS-00754,117,Gerrard St E,Gerrard St E,South,Jarvis St,West,10670,13,,Corral,Temporarily Removed,K2710670,0,314776.17600000004,4835599.053,-79.376309542,43.660269028,"{u'type': u'Point', u'coordinates': (-79.3763095438, 43.6602690284)}"
678256,940,PS-00758,1090,Don Mills Rd,Lawrence Ave E,South,Don Mills Rd,West,10673,16,,Corral,Existing,K2510673,0,317384.035,4844124.563999999,-79.343776778,43.736969738999996,"{u'type': u'Point', u'coordinates': (-79.3437767741, 43.7369697392)}"
678257,941,PS-00760,1110,Don Mills Rd,Lawrence Ave E,North,Don Mills Rd,West,10674,16,,Corral,Temporarily Removed,K2510674,0,317384.49600000004,4844155.158,-79.34377034100001,43.737245116000004,"{u'type': u'Point', u'coordinates': (-79.3437703351, 43.7372451138)}"
678258,942,PS-00762,700,Seneca Hill Dr,Finch Ave E,South,Seneca Hill Dr,West,10676,17,,Corral,Existing,K3310676,0,316820.15,4850395.544,-79.350636665,43.793425113000005,"{u'type': u'Point', u'coordinates': (-79.3506366641, 43.7934251191)}"
678259,943,PS-00685,6250,Bathurst St,Steeles Ave W,South,Bathurst St,West,10605,6,,Corral,Existing,K1010605,0,309121.203,4850245.891,-79.446305512,43.792163054,"{u'type': u'Point', u'coordinates': (-79.4463055169, 43.7921630577)}"
678260,944,PS-00687,4383,Bathurst St,Bathurst St,East,Sheppard Ave W,South,10607,6,,Corral,Existing,K1010607,0,309776.287,4846134.179,-79.438203691,43.755148757,"{u'type': u'Point', u'coordinates': (-79.4382036885, 43.7551487613)}"
678261,945,PS-00785,25,John St,John St,East,Front St W,North,10715,10,Toronto Entertainment District,Corral,Existing,K2010715,0,313765.74,4833864.98,-79.388866276,43.644672914,"{u'type': u'Point', u'coordinates': (-79.3888662814, 43.644672915)}"
678262,946,PS-00788,610,University Ave,University Ave,West,Orde St,South,10720,11,,Corral,Existing,K2010720,0,313674.141,4835359.163,-79.389977132,43.658123667,"{u'type': u'Point', u'coordinates': (-79.3899771339, 43.658123667)}"
678263,947,PS-00789,230,Front St W,Front St W,North,Lower Simcoe St,West,10721,10,Toronto Entertainment District,Corral,Existing,K2010721,0,313947.07300000003,4833846.808999999,-79.3866189,43.64450714,"{u'type': u'Point', u'coordinates': (-79.3866189026, 43.6445071442)}"
678264,948,PS-01414,1562,Queen St W,Queen St W,North,Sorauren Ave,East,12079,4,Parkdale Village,Corral,Existing,K1412079,0,309620.037,4833334.6680000005,-79.440258523,43.639937787,"{u'type': u'Point', u'coordinates': (-79.4402585199, 43.6399377879)}"
678265,949,PS-01418,1840,Pharmacy Ave,Pharmacy Ave,East,Lawrence Ave E,North,12093,21,Wexford Heights,Corral,Temporarily Removed,K3712093,0,320536.994,4844858.158,-79.304613413,43.74351273600001,"{u'type': u'Point', u'coordinates': (-79.3046134144, 43.743512741)}"
678266,950,PS-01048,70,King St E,King St E,North,Toronto St,East,11666,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2811666,0,314817.98,4834422.505,-79.375813066,43.649677964,"{u'type': u'Point', u'coordinates': (-79.375813061, 43.6496779662)}"
678267,951,PS-01049,74,Richmond St E,Richmond St E,North,Church St,East,11667,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2811667,0,314860.875,4834742.297,-79.37527536,43.652555943,"{u'type': u'Point', u'coordinates': (-79.3752753617, 43.6525559434)}"
678268,952,PS-01051,54,Church St,Church St,West,King St E,North,11669,13,St. Lawrence Market Neighbourhood,Corral,Existing,K2811669,0,314920.667,4834465.375,-79.374539306,43.650062462,"{u'type': u'Point', u'coordinates': (-79.3745393111, 43.6500624637)}"
678269,954,PS-01058,322,King St W,John St,East,Front St W,North,11733,10,Toronto Entertainment District,Corral,Existing,K2011733,0,313697.412,4834093.1219999995,-79.389709471,43.64672731899999,"{u'type': u'Point', u'coordinates': (-79.389709474, 43.6467273217)}"
678270,955,PS-01064,600,Danforth Ave,Danforth Ave,North,Gough Ave,West,11706,14,Greektown on the Danforth,Corral,Existing,K2911706,0,317182.165,4837651.784,-79.346431678,43.678710102,"{u'type': u'Point', u'coordinates': (-79.3464316798, 43.6787101034)}"
678271,956,PS-01069,1185,Dupont St,Dufferin St,West,Dupont St,South,11796,9,,Corral,Existing,K1811796,0,309718.086,4836470.258,-79.439014702,43.668161693,"{u'type': u'Point', u'coordinates': (-79.4390147065, 43.6681616907)}"
